Product title,Product variant title,Week,Ending inventory units,Inventory units sold
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","2026-06-08","84","3"
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","2026-06-08","6","0"
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","2026-06-08","11","0"
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","2026-06-08","0","0"
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months","2026-06-08","44","0"
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","2026-06-08","28","4"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-06-08","7","13"
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","2026-06-08","15","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","2026-06-08","58","0"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-06-08","5","4"
"Robes in Black","Mia Robe / Short","2026-06-08","-2","1"
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","2026-06-08","11","49"
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","2026-06-08","160","22"
"Lila Labor & Postpartum Gown in Plum","Plum / Slim Petite","2026-06-08","33","5"
"Baby Swaddle Set: Sage","Hat & Bow","2026-06-08","-6","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","2026-06-08","1","3"
"Amelia Labor & Postpartum Gown in Black","Black / Curve","2026-06-08","55","7"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","2026-06-08","5","3"
"Finley Romper in Lilac","Lilac / 6-9 Months","2026-06-08","18","0"
"Robes in Emerald","Mia Robe / Short","2026-06-08","64","1"
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","2026-06-08","84","1"
"Finley Romper in Black","Black / 9-12 Months","2026-06-08","60","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","2026-06-08","48","8"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","2026-06-08","64","0"
"Finley Romper in Midnight Blue","Midnight Blue / Newborn","2026-06-08","-4","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","2026-06-08","13","0"
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","2026-06-08","99","0"
"Finley Romper in Black","Black / 6-9 Months","2026-06-08","3","0"
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","2026-06-08","28","5"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite","2026-06-08","41","0"
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","2026-06-08","31","6"
"Robes in Plum","Laura Robe / Long","2026-06-08","4","3"
"Robes in Periwinkle","Mia Robe / Short","2026-06-08","24","0"
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","2026-06-08","64","0"
"Robes in Midnight Blue","Mia Robe / Short","2026-06-08","75","0"
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","2026-06-08","155","50"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Slim Petite","2026-06-08","23","8"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","2026-06-08","70","13"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","2026-06-08","33","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","2026-06-08","43","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Extra Large","2026-06-08","0","0"
"Robes in Periwinkle","Laura Robe / Long","2026-06-08","70","5"
"Finley Romper in Black","Black / 12-18 Months","2026-06-08","40","0"
"Amelia Labor & Postpartum Gown in Black","Black / Standard","2026-06-08","45","6"
"Finley Romper in Emerald","Emerald / 6-9 Months","2026-06-08","18","0"
"Robes in Lilac","Mia Robe / Short","2026-06-08","41","0"
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","2026-06-08","-5","5"
"Finley Romper in Sage","Sage / 3-6 Months","2026-06-08","6","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","2026-06-08","0","3"
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","2026-06-08","19","7"
"Robes in Dusty Rose","Mia Robe / Short","2026-06-08","33","1"
"Baby Swaddle Set: Black","Hat & Bow","2026-06-08","105","7"
"Finley Romper in Sage","Sage / Newborn","2026-06-08","0","0"
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","2026-06-08","62","0"
"Amelia Labor & Postpartum Gown in Mocha","Mocha / Curve","2026-06-08","20","0"
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","2026-06-08","51","3"
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","2026-06-08","5","0"
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","2026-06-08","38","8"
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","2026-06-08","40","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","2026-06-08","46","0"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","2026-06-08","19","7"
"Lila Labor & Postpartum Gown in Mocha","Mocha / Full Figure","2026-06-08","58","2"
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","2026-06-08","35","6"
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","2026-06-08","14","3"
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","2026-06-08","23","1"
